MOF,LCD (Å),LCD/PLD,PLD (Å),density (g/cm3),Pore Volume (cm3/g),Porosity,Surface Area (m2/g),%C,%H,%O,%N,%Halojen,%Metalloids,%Ametal,%Metal,O-to-M,MP,TDU,DU,U_H2 (mol/kg),D_H2 (cm2/s)
LASDEQ_clean,13.8531,1.58716392020815,8.72821,0.762381,0.976415,0.744400244115,2975.9,45.945945945946,21.6216216216216,27.027027027027,0,0,0,0,5.40540540540541,10,11.7647058823529,313,0.767156862745098,0.0688795003,0.00173860046385042
LASMAV_neutral,8.35947,1.87058365462719,4.46891,1.04829,0.569309,0.59680093161,1671.32,39.8230088495575,29.2035398230088,19.0265486725664,6.63716814159292,0,0,0,5.30973451327434,7.16666666666667,13.3333333333333,115,0.638888888888889,0.0429500191,0.000604346213965462
LASREF_clean,11.04017,1.09321494314677,10.09881,0.804882,0.970328,0.780999541296,2482.17,26.0869565217391,8.69565217391304,52.1739130434783,0,1.44927536231884,0,0,11.5942028985507,9,44.4444444444444,31,0.861111111111111,0.0488075891,0.00281492347106384
LASRIJ_clean,11.13693,1.080142687969,10.31061,0.748964,1.07882,0.80799734248,2614.92,26.4705882352941,8.82352941176471,52.9411764705882,0,0,0,0,11.7647058823529,9,44.4444444444444,31,0.861111111111111,0.053035502,0.00210779481775
LATCEO_clean,5.87388,1.202875163827,4.8832,1.09727,0.667111,0.73200088697,2495.57,80,0,0,0,0,0,0,20,0,25,41,1.025,0.0348624282,0.00181954050385941
LAVDOE_clean,6.06535,1.36207868385654,4.45301,1.35673,0.392855,0.53299816415,893.908,40,31.6666666666667,18.3333333333333,6.66666666666667,0,0,0,3.33333333333333,11,8.33333333333333,117,0.609375,0.0277139887,0.000576962954703188
LAWFOF_clean,15.10116,1.89806537893033,7.95608,0.589497,1.37812,0.81239760564,3787.72,45.2830188679245,22.6415094339623,24.5283018867925,0,0,0,0,7.54716981132075,6.5,16.6666666666667,145,0.755208333333333,0.078681008,0.00218065191544661
LAWFUL_clean,15.1002,1.89736759439593,7.9585,0.589907,1.37683,0.81220165481,3778.92,45.2830188679245,22.6415094339623,24.5283018867925,0,0,0,0,7.54716981132075,6.5,16.6666666666667,145,0.755208333333333,0.0792603654,0.0020826630632113
LAWFUN_clean,6.89842,1.74235084333941,3.95926,1.2173,0.426519,0.5192015787,960.232,38.6363636363636,31.8181818181818,13.6363636363636,11.3636363636364,0,0,0,4.54545454545455,6,11.7647058823529,81,0.595588235294118,0.0371625131,0.000555060957882697
LAWGAS_clean,15.0923,1.90112866248457,7.9386,0.589907,1.37649,0.81200108643,3787.24,45.2830188679245,22.6415094339623,24.5283018867925,0,0,0,0,7.54716981132075,6.5,16.6666666666667,145,0.755208333333333,0.0787063739,0.00232441939429013
LAWGEW_clean,15.06244,1.897771298906,7.93691,0.591684,1.35714,0.80299802376,3769.3,45.2830188679245,22.6415094339623,24.5283018867925,0,0,0,0,7.54716981132075,6.5,16.6666666666667,37,0.770833333333333,0.0788291449,0.00154710445516787
LAWGOG_clean,15.0805,1.89972122389387,7.93827,0.589428,1.36268,0.80320174704,3784.84,45.2830188679245,22.6415094339623,24.5283018867925,0,0,0,0,7.54716981132075,6.5,16.6666666666667,37,0.770833333333333,0.0780012015,0.0018885300772714
LAWHUP_clean,10.46029,2.78523652552708,3.75562,1.55256,0.348844,0.54160124064,861.022,44.4444444444444,11.1111111111111,22.2222222222222,11.1111111111111,0,0,5.55555555555556,5.55555555555556,8,12.5,127,0.881944444444444,0.0273521617,0.000506828748770111
LAXJAX_clean,12.82983,2.50565978040521,5.12034,0.7175,0.944947,0.6779994725,2688.78,47.2727272727273,29.0909090909091,0,18.1818181818182,0,0,3.63636363636364,1.81818181818182,0,3.84615384615385,865,0.693108974358974,0.0738842764,0.00133762655099251
LAYGAV_clean,6.45802,1.41152427975984,4.57521,1.03521,0.546558,0.56580230718,1421.94,50.4672897196262,31.7757009345794,11.214953271028,3.73831775700935,0,0,0,2.80373831775701,8,5.55555555555556,149,0.689814814814815,0.0475237873,0.000864994558033929
LAZJIH_clean,5.57744,1.12550726567908,4.95549,1.06968,0.583165,0.6237999372,1748.13,47.6190476190476,9.52380952380952,38.0952380952381,0,0,0,0,4.76190476190476,16,10,145,0.90625,0.0477747033,0.0021997738189574
LAZKUU_clean,6.24874,1.54079871385174,4.05552,0.996458,0.585273,0.583199963034,1527.6,52.1739130434783,34.7826086956522,0,8.69565217391304,2.89855072463768,0,0,1.44927536231884,0,2.77777777777778,97,0.673611111111111,0.0482404226,0.000416960457771529
LECFAC_clean,9.81867,2.21256329306463,4.43769,0.838672,0.854207,0.716399493104,2599.3,38.7096774193548,20.6451612903226,21.9354838709677,11.6129032258065,0,0,1.29032258064516,5.80645161290323,7.55555555555556,15,89,0.741666666666667,0.0611644249,0.00135579797747477
LECFEG_clean,9.36969,2.14435879948552,4.36946,0.882661,0.80212,0.70800004132,2513.74,38.7096774193548,20.6451612903226,21.9354838709677,11.6129032258065,0,0,1.29032258064516,5.80645161290323,7.55555555555556,15,89,0.741666666666667,0.0579299003,0.00137722591038161
LEJCAE_clean,5.15076,1.10691191355756,4.65327,1.13486,0.631093,0.71620220198,2661.76,80,0,0,0,0,0,0,20,0,25,97,1.01041666666667,0.0333720004,0.00297788187527091
LEJRIC_clean,11.60038,1.06945613483556,10.84699,1.19087,0.534904,0.63700112648,1299.69,44.4444444444444,11.1111111111111,33.3333333333333,0,0,0,0,11.1111111111111,6,25,22,0.916666666666667,0.0408378394,0.00114935108487734
LELDUD_clean,16.5482,1.78972015682033,9.24625,0.458126,1.80955,0.8290019033,4349.15,54.8387096774194,25.8064516129032,12.9032258064516,3.2258064516129,0,0,0,3.2258064516129,8,5.88235294117647,625,0.76593137254902,0.1090051372,0.0030866525667143
LELMIA_clean,5.90205,1.16765223171627,5.05463,1.44105,0.373756,0.5386010838,909.93,42.8571428571429,14.2857142857143,28.5714285714286,0,0,0,7.14285714285714,7.14285714285714,8,16.6666666666667,21,0.875,0.0346851307,0.00097293736783418
LELMIA01_clean,5.7573,1.18442735088452,4.86083,1.47804,0.347622,0.51379922088,868.952,42.8571428571429,14.2857142857143,28.5714285714286,0,0,0,7.14285714285714,7.14285714285714,8,16.6666666666667,21,0.875,0.0337572626,0.000898093983061547
LELROL_clean,9.52458,1.61565550161318,5.89518,0.725604,0.948726,0.688399380504,3228.77,44.4444444444444,32.7485380116959,0,18.7134502923977,1.16959064327485,0,0,2.92397660818713,0,6.57894736842105,97,0.638157894736842,0.0717852455,0.0015266941316746
LEMVOP_clean,5.28106,1.40145105990001,3.76828,1.49221,0.314969,0.46999989149,374.674,35.2941176470588,38.2352941176471,0,23.5294117647059,0,0,0,2.94117647058824,0,8.33333333333333,89,0.463541666666667,0.0192830182,0.000179245153776557
LENGAO_clean,9.03703,1.36321988541569,6.62918,0.968421,0.698457,0.676400426397,1983.18,45.1612903225806,25.8064516129032,19.3548387096774,3.2258064516129,0,0,3.2258064516129,3.2258064516129,12,7.14285714285714,121,0.720238095238095,0.0454231507,0.00173604676140212
LENKIA_clean,11.49386,1.07138689152332,10.72802,1.31034,0.479875,0.6287994075,1171.37,44.4444444444444,11.1111111111111,33.3333333333333,0,0,0,0,11.1111111111111,6,25,22,0.916666666666667,0.0360729982,0.00142016699071477
LEQQAA_clean,5.52925,1.13945714915724,4.85253,0.807375,0.828364,0.6688003845,2983.81,44.1176470588235,41.1764705882353,5.88235294117647,5.88235294117647,0,0,0,2.94117647058824,4,6.66666666666667,65,0.541666666666667,0.0679050439,0.00110977770205408
LEQVUZ_clean,9.63173,1.75752836995258,5.48027,0.666563,1.05556,0.70359724028,2671.25,44.7761194029851,35.8208955223881,8.95522388059701,8.95522388059701,0,0,0,1.49253731343284,12,3.33333333333333,145,0.604166666666667,0.0787274003,0.00101029931805894
LETDUK_clean,7.09435,1.10899816791411,6.39708,1.10433,0.62916,0.6948002628,2152.25,25,25,0,37.5,0,0,0,12.5,0,50,9,0.5625,0.0380384221,0.00156236645590522
LEVDIB_clean,12.81022,3.15689835750459,4.05785,0.771367,0.905146,0.698199754582,2768.51,56.25,21.875,15.625,0,3.125,0,0,3.125,10,5.55555555555556,88,0.814814814814815,0.0676412251,0.00146564396275975
LEVLEF_clean,20.18098,2.93951991143997,6.8654,0.883011,0.696933,0.615399505263,1139.26,50,22.7272727272727,22.7272727272727,0,0,0,0,4.54545454545455,10,9.09090909090909,409,0.774621212121212,0.0552428527,0.00174572569857394
LEVNOQ_clean,5.91307,1.50373704622036,3.93225,0.947393,0.614951,0.582600272743,1642.33,52.1739130434783,26.0869565217391,17.3913043478261,0,0,0,0,4.34782608695652,8,8.33333333333333,55,0.763888888888889,0.0551080873,0.000782271038404136
LEVNOQ01_clean,5.76478,1.48464690324059,3.88293,0.975082,0.585182,0.570600434924,1401.64,52.1739130434783,26.0869565217391,17.3913043478261,0,0,0,0,4.34782608695652,8,8.33333333333333,55,0.763888888888889,0.0514972428,0.00102179475258998
LEWMUX_clean,9.4187,2.46840684540189,3.8157,1.15388,0.515306,0.59460128728,1362.95,50.9090909090909,29.0909090909091,14.5454545454545,0,0,1.81818181818182,0,3.63636363636364,8,7.14285714285714,81,0.723214285714286,0.0457359098,0.000349843350220988
LEYRAK_clean,9.5213,2.28741038995983,4.16248,1.04525,0.670268,0.700597627,2055.7,43.75,18.75,25,6.25,0,0,0,6.25,8,14.2857142857143,89,0.794642857142857,0.0390575058,0.000671346106699194
LEYREO_clean,9.51379,2.29347980685552,4.14819,1.05388,0.66421,0.6999976348,2033.7,43.75,18.75,25,6.25,0,0,0,6.25,8,14.2857142857143,89,0.794642857142857,0.0388811149,0.000793622009196312
LIBQIY_clean,9.48211,2.31393444823236,4.09783,1.10251,0.637636,0.70300006636,1926.34,43.75,18.75,25,6.25,0,0,0,6.25,8,14.2857142857143,89,0.794642857142857,0.0368101977,0.00140792215426102
LIBZIG_clean,5.90138,1.25838925458938,4.68963,1.54375,0.381408,0.5887986,1182.18,37.5,18.75,37.5,0,0,0,0,6.25,12,16.6666666666667,19,0.791666666666667,0.0279775461,0.000897168200982896
LIDZUV_clean,5.12552,1.35833295789728,3.77339,1.54716,0.223506,0.34579954296,294.742,46.6666666666667,26.6666666666667,20,0,0,0,3.33333333333333,3.33333333333333,12,7.14285714285714,41,0.732142857142857,0.0292347717,0.000378142849087419
LIFSAW_clean,5.78145,1.54621846492061,3.73909,1.26392,0.421072,0.53220132224,958.208,46.6019417475728,34.9514563106796,5.8252427184466,8.7378640776699,0.970873786407767,0,0,2.9126213592233,4,6.25,121,0.630208333333333,0.0371796737,0.000439574441938313
LIFWOO_clean,4.98366,1.09407634908334,4.55513,1.07707,0.486692,0.52420135244,1028.34,50,35,0,5,7.5,1.25,0,1.25,0,2.5,105,0.65625,0.0471038678,0.000931603762356305
LIGHAM_clean,5.55777,1.11684785885095,4.9763,1.04913,0.506133,0.53099931429,1082.72,47.5,40,10,0,0,0,0,2.5,8,5.26315789473684,45,0.592105263157895,0.0343386116,0.000169235912392898
LIKDOA_clean,18.48324,1.96227112177007,9.41931,0.536397,1.52014,0.81539853558,3650.16,68.0851063829787,0,25.531914893617,0,0,0,0,6.38297872340426,8,9.375,513,1.001953125,0.0894056746,0.00201024553459302
LIKGUJ_clean,13.55589,1.92509862731231,7.04166,1.03126,0.661717,0.68240227342,1824.95,62.8099173553719,0,29.7520661157025,0,0,0,0,7.43801652892562,8,11.8421052631579,609,1.00164473684211,0.0579381941,0.00102676764167968
LIPQOR_clean,9.96385,2.29810548748985,4.33568,0.897942,0.74036,0.66480033912,2151.05,38.3561643835616,32.8767123287671,0,21.9178082191781,2.73972602739726,0,0,4.10958904109589,0,10.7142857142857,145,0.575396825396825,0.056320962,0.000661545905780486
LIRVAK_charged,5.32501,1.25299070082638,4.24984,0.914869,0.636157,0.582000318433,1634.38,43.7956204379562,43.0656934306569,5.83941605839416,5.83941605839416,0,0,0,1.45985401459854,8,3.33333333333333,62,0.516666666666667,0.0528054563,0.00119687738033078
LITCIC_clean,7.20254,1.73021523974248,4.1628,0.886931,0.71956,0.63820007036,2226.26,46.5753424657534,32.8767123287671,17.8082191780822,0,0,0,0,2.73972602739726,13,5.88235294117647,45,0.661764705882353,0.0574697808,0.000520037726126199
LITHUR_clean,5.86756,1.25894933786486,4.66068,1.85218,0.373074,0.69100020132,1391.77,23.5294117647059,0,0,23.5294117647059,0,0,23.5294117647059,29.4117647058824,0,125,33,1.03125,0.017024926,0.0021625690590713
LIVLUZ_clean,5.91163,1.18131951577256,5.00426,1.15595,0.493275,0.57020123625,1118.53,43.9024390243902,29.2682926829268,9.75609756097561,14.6341463414634,0,0,0,2.4390243902439,8,5.55555555555556,49,0.680555555555556,0.0419128001,0.00158465856924941
LIVTIT_clean,5.03218,1.11972532998674,4.49412,0.873833,0.752547,0.657600402651,2117.34,66.6666666666667,0,0,26.6666666666667,0,0,0,6.66666666666667,0,10,81,1.0125,0.0476263939,0.00132065692850668
LIXWAR_clean,5.63611,1.44499709006443,3.90043,1.06263,0.536029,0.56960049627,1306.06,52.1739130434783,26.0869565217391,17.3913043478261,0,0,0,0,4.34782608695652,8,8.33333333333333,55,0.763888888888889,0.0443674329,0.000699556790851081
LIXWAR01_clean,5.58762,1.42222052535125,3.9288,1.07311,0.525205,0.56360273755,1267.78,52.1739130434783,26.0869565217391,17.3913043478261,0,0,0,0,4.34782608695652,8,8.33333333333333,55,0.763888888888889,0.0443364669,0.000966114649029733
LIXXAS_clean,6.60705,1.23075275226794,5.3683,1.11648,0.584335,0.6523983408,1922.1,38.7096774193548,29.0322580645161,19.3548387096774,9.67741935483871,0,0,0,3.2258064516129,12,8.33333333333333,16,0.666666666666667,0.0479718573,0.00106541554267404
LIZWEX_charged,18.41354,4.70752727207651,3.91151,0.818678,0.890949,0.729400345422,2681.95,32.5301204819277,10.8433734939759,33.7349397590361,15.6626506024096,0,0,0,7.2289156626506,9.33333333333333,22.2222222222222,181,0.837962962962963,0.0498342371,0.000758126167968938
LOBHAM_clean,7.0104,1.18520822802038,5.91491,1.01758,0.612433,0.62319957214,1739.45,35.2941176470588,30.5882352941176,16.4705882352941,14.1176470588235,0,0,0,3.52941176470588,9.33333333333333,10,35,0.583333333333333,0.0471078097,0.00047580294878142
LOCZIO_clean,7.2178,1.8833235920344,3.83248,1.09612,0.511625,0.560802395,1153.8,45.4545454545455,27.2727272727273,12.1212121212121,6.06060606060606,0,0,6.06060606060606,3.03030303030303,8,6.66666666666667,85,0.708333333333333,0.0420954887,0.000417206302641279
LODKIA_clean,6.01281,1.33788952550481,4.49425,1.02042,0.601518,0.61380099756,1958.27,53.6585365853659,24.390243902439,19.5121951219512,0,0,0,0,2.4390243902439,16,4.54545454545455,69,0.784090909090909,0.0523674277,0.000503943826791876
LODPOK_clean,6.03379,1.24485042294203,4.847,1.05247,0.50871,0.5354020137,1426.17,51.5337423312883,24.5398773006135,0,20.8588957055215,0,0,0,3.06748466257669,0,5.95238095238095,257,0.764880952380952,0.0480945327,0.00120813479920407
LODPUQ_clean,6.04771,1.26503662674191,4.78066,1.07351,0.50321,0.5402009671,1393.84,51.5337423312883,24.5398773006135,0,20.8588957055215,0,0,0,3.06748466257669,0,5.95238095238095,257,0.764880952380952,0.0490093234,0.000709637189854408
LOGXEM_clean,11.7072,1.37400387301215,8.5205,1.40177,0.476399,0.66780182623,1303.29,53.8461538461538,0,0,0,0,0,28.5714285714286,17.5824175824176,0,32.6530612244898,785,1.00127551020408,0.0209175249,0.00231643815418765
LOJFOF_clean,5.76837,1.14680692016207,5.02994,1.16037,0.406768,0.47200138416,944.242,54.5454545454545,29.5454545454545,9.09090909090909,4.54545454545455,0,0,0,2.27272727272727,8,4.16666666666667,141,0.734375,0.037111186,0.000407103665716174
LOJLAZ01_clean,6.41625,1.2020334105807,5.33783,1.67137,0.351448,0.58739964376,859.47,43.2432432432432,21.6216216216216,0,27.027027027027,0,0,0,8.10810810810811,0,18.75,49,0.765625,0.0253547439,0.00176826900196139
LOLREL_clean,8.50343,1.22100984167736,6.96426,1.36486,0.439167,0.59940147162,1077.7,47.1186440677966,19.6610169491525,29.1525423728814,0,0,0,0,4.06779661016949,14.3333333333333,8.63309352517986,221,0.794964028776978,0.0296701023,0.000730983540010492
LONVAN_clean,10.90817,1.11282761744545,9.80221,1.08454,0.591401,0.64139804054,1462.95,33.3333333333333,11.1111111111111,0,33.3333333333333,11.1111111111111,0,0,11.1111111111111,0,33.3333333333333,46,0.851851851851852,0.042217569,0.00158712936256354
LONVIV_clean,10.81251,1.11596648542872,9.68892,1.16864,0.538405,0.6292016192,1351.99,33.3333333333333,11.1111111111111,0,33.3333333333333,11.1111111111111,0,0,11.1111111111111,0,33.3333333333333,46,0.851851851851852,0.0423261712,0.00276594406307936
LOSBOM_clean,6.43284,1.2621776785399,5.09662,0.76383,0.883443,0.67480026669,3066.64,55.8139534883721,20.9302325581395,18.6046511627907,0,0,0,0,4.65116279069767,8,8.33333333333333,79,0.822916666666667,0.0852526439,0.00168996592172735
LOSXIC_clean,6.03462,1.0337306923434,5.83771,1.10745,0.554971,0.61460263395,1953.42,48.4848484848485,0,24.2424242424242,24.2424242424242,0,0,0,3.03030303030303,16,6.25,49,1.02083333333333,0.0486305202,0.000668131018824466
LOTDIJ_clean,5.46612,1.24919042079836,4.37573,0.961023,0.548374,0.527000026602,1219.45,43.9024390243902,45.5284552845528,1.6260162601626,6.50406504065041,0,0,1.6260162601626,0.813008130081301,4,1.85185185185185,105,0.486111111111111,0.0478390642,0.000641395348223665
LOVLEP_clean,10.42908,2.5776081739384,4.04603,1.5407,0.381905,0.5884010335,926.981,26.6199649737303,39.9299474605954,8.05604203152364,19.9649737302977,0,0,0.350262697022767,5.07880910683012,3.17241379310345,19.0789473684211,77,0.253289473684211,0.0213607129,0.00085662287958625
LOXKAM_clean,14.55985,1.05642192881703,13.78223,0.784824,0.842227,0.660999963048,1908.83,53.8461538461538,36.3636363636364,4.1958041958042,4.1958041958042,0,0,0,1.3986013986014,6,2.5974025974026,205,0.665584415584416,0.0626010237,0.00137668088832988
LOXWAY_clean,5.69577,1.06959201379108,5.32518,1.3733,0.332483,0.4565989039,648.107,39.2857142857143,39.2857142857143,14.2857142857143,3.57142857142857,0,0,0,3.57142857142857,8,9.09090909090909,23,0.522727272727273,0.0233448074,0.001101337130915
LUCDAO_clean,8.53408,1.4086731459962,6.05824,0.856034,0.838519,0.717800773646,2677.89,52.9411764705882,26.4705882352941,17.6470588235294,0,0,0,0,2.94117647058824,12,5.55555555555556,28,0.777777777777778,0.0601428079,0.00144896356937941
LUCDES_clean,8.51481,1.40849149923743,6.04534,0.866707,0.830038,0.719399744866,2652.67,52.9411764705882,26.4705882352941,17.6470588235294,0,0,0,0,2.94117647058824,12,5.55555555555556,28,0.777777777777778,0.0584803657,0.00106230160250482
LUCDIW_clean,8.52461,1.38101355642245,6.17272,0.822543,0.876306,0.720799366158,2782.5,52.9411764705882,26.4705882352941,17.6470588235294,0,0,0,0,2.94117647058824,12,5.55555555555556,28,0.777777777777778,0.0608926159,0.00172645188975316
LUDCUK_clean,6.13722,1.58567287271149,3.87042,1.49949,0.308905,0.46319995845,526.155,42.3076923076923,30.7692307692308,23.0769230769231,0,0,0,0,3.84615384615385,12,9.09090909090909,43,0.651515151515151,0.03402261,0.000207190695552572
LUDKOM_clean,6.72845,1.56409743805514,4.30181,1.47246,0.31933,0.4702006518,591.883,42.3076923076923,30.7692307692308,23.0769230769231,0,0,0,0,3.84615384615385,12,9.09090909090909,43,0.651515151515151,0.0379967511,0.000278791620063689
LUDKUS_clean,6.94763,1.64431217087746,4.22525,1.5606,0.286044,0.4464002664,525.382,42.3076923076923,30.7692307692308,23.0769230769231,0,0,0,0,3.84615384615385,12,9.09090909090909,43,0.651515151515151,0.0421550895,0.000222078287384308
LUDLAZ_clean,6.64156,1.5800334488739,4.20343,1.63514,0.25747,0.4209994958,505.451,40.7407407407407,33.3333333333333,22.2222222222222,0,0,0,0,3.7037037037037,12,9.09090909090909,40,0.606060606060606,0.0490833565,0.00032552471319297
LUFNAC_clean,7.52412,1.33090175823398,5.6534,1.03145,0.544864,0.5619999728,1438.22,45.1612903225806,32.258064516129,12.9032258064516,6.45161290322581,0,0,0,3.2258064516129,8,7.14285714285714,37,0.660714285714286,0.0529495051,0.000943454716995256
LUFNAC01_clean,7.70412,1.31188442519106,5.87256,1.02639,0.551448,0.56600071272,1434.12,45.1612903225806,32.258064516129,12.9032258064516,6.45161290322581,0,0,0,3.2258064516129,8,7.14285714285714,37,0.660714285714286,0.0528042859,0.000606093002064493
LUFNAC03_clean,7.68055,1.31501405663059,5.84066,1.02599,0.55069,0.5650024331,1426.13,45.1612903225806,32.258064516129,12.9032258064516,6.45161290322581,0,0,0,3.2258064516129,8,7.14285714285714,37,0.660714285714286,0.0523728993,0.00116568236731682
LUFNAC04_clean,7.6755,1.30581017904171,5.87796,1.02659,0.551143,0.56579789237,1423.54,45.1612903225806,32.258064516129,12.9032258064516,6.45161290322581,0,0,0,3.2258064516129,8,7.14285714285714,37,0.660714285714286,0.0535346533,0.00055913868621123
LUFNAC05_clean,7.61946,1.31214804558746,5.80686,1.03101,0.547035,0.56399855535,1429.95,45.1612903225806,32.258064516129,12.9032258064516,6.45161290322581,0,0,0,3.2258064516129,8,7.14285714285714,37,0.660714285714286,0.0527039138,0.000787009642239965
LUFNEG_clean,4.76594,1.19884591391142,3.97544,1.17247,0.426622,0.50020149634,1250.83,45.1612903225806,32.258064516129,12.9032258064516,6.45161290322581,0,0,0,3.2258064516129,8,7.14285714285714,73,0.651785714285714,0.0531102073,0.000289919012237082
LUMYEZ_clean,6.00702,1.32371237612963,4.53801,1.30429,0.470906,0.61419798674,1527.99,33.3333333333333,5.55555555555556,0,50,0,0,0,11.1111111111111,0,33.3333333333333,45,0.9375,0.0368754577,0.00137106933078902
LUMYID_clean,5.94433,1.30153464837087,4.56717,1.30513,0.474589,0.61940034157,1528.95,33.3333333333333,5.55555555555556,0,50,0,0,0,11.1111111111111,0,33.3333333333333,45,0.9375,0.0368068061,0.00170405676834105
LUMYOJ_clean,5.98976,1.32560218832715,4.51852,1.3118,0.471565,0.618598967,1504.17,33.3333333333333,5.55555555555556,0,50,0,0,0,11.1111111111111,0,33.3333333333333,45,0.9375,0.0367285753,0.000871713314592548
LUMYUP_clean,6.15923,1.35541960542676,4.54415,1.2924,0.477097,0.6166001628,1544.85,33.3333333333333,5.55555555555556,0,50,0,0,0,11.1111111111111,0,33.3333333333333,45,0.9375,0.0368275613,0.00144396369073863
LUMZAW_clean,5.8494,1.27068054638351,4.60336,1.30478,0.481155,0.6278014209,1505.29,33.3333333333333,5.55555555555556,0,50,0,0,0,11.1111111111111,0,33.3333333333333,45,0.9375,0.0364555657,0.00106346587172304
LUMZUO_clean,5.98461,1.25601235736457,4.76477,1.86922,0.363895,0.6801998119,1448.74,20.6896551724138,0,0,20.6896551724138,0,0,27.5862068965517,31.0344827586207,0,150,13,1.08333333333333,0.0174610352,0.00198660029645725
LUNBAX_clean,5.92168,1.27353434556325,4.6498,1.91328,0.353321,0.67600200288,1352.9,20.6896551724138,0,0,20.6896551724138,0,0,27.5862068965517,31.0344827586207,0,150,13,1.08333333333333,0.0168816096,0.00250859624260851
LUNBEB_clean,5.83182,1.27684981444382,4.56735,1.97905,0.334605,0.66220002525,1236.29,20.6896551724138,0,0,20.6896551724138,0,0,27.5862068965517,31.0344827586207,0,150,13,1.08333333333333,0.0159505235,0.00180098953854548
LUPYAX_clean,7.54991,1.18908579474402,6.34934,1.01424,0.671046,0.68060169504,2168.93,44.4444444444444,13.3333333333333,24.4444444444444,0,11.1111111111111,0,0,6.66666666666667,7.33333333333333,15,69,0.8625,0.0458073432,0.00178316653937664
LUQGAG_clean,6.95292,1.39571464704253,4.98162,1.09152,0.497289,0.54280088928,1407.96,48,32,0,16,0,0,0,4,0,8.33333333333333,65,0.677083333333333,0.0424149343,0.000685032792364738
LUSHIR_clean,5.64907,1.11393156376385,5.07129,1.2313,0.406401,0.5004015513,944.9,46.4285714285714,28.5714285714286,17.8571428571429,3.57142857142857,0,0,0,3.57142857142857,10,7.69230769230769,37,0.711538461538462,0.0365556759,0.000987336867572985
LUSHUD_clean,5.21289,1.11098110674211,4.69215,1.27198,0.38727,0.4925996946,845.64,46.4285714285714,28.5714285714286,17.8571428571429,3.57142857142857,0,0,0,3.57142857142857,10,7.69230769230769,37,0.711538461538462,0.0334716696,0.000376228126179582
LUSJEP_clean,6.10412,1.11082762674451,5.49511,1.18923,0.441293,0.52479887439,1046.92,46.4285714285714,28.5714285714286,17.8571428571429,3.57142857142857,0,0,0,3.57142857142857,10,7.69230769230769,37,0.711538461538462,0.0394681843,0.00027452405640335
LUSJIT_clean,6.09975,1.12458310364472,5.42401,1.18953,0.440174,0.52360017822,1057.21,46.4285714285714,28.5714285714286,17.8571428571429,3.57142857142857,0,0,0,3.57142857142857,10,7.69230769230769,37,0.711538461538462,0.0391399727,0.00052656886275526
LUSJOZ_clean,6.14785,1.12312883413167,5.47386,1.1794,0.451584,0.5325981696,1060.02,46.4285714285714,28.5714285714286,17.8571428571429,3.57142857142857,0,0,0,3.57142857142857,10,7.69230769230769,37,0.711538461538462,0.0403936818,0.000691761767714805
LUSYEF_clean,11.6475,2.00813425836529,5.80016,0.734641,0.98361,0.72260023401,3123.44,54.1666666666667,25,16.6666666666667,0,0,0,0,4.16666666666667,8,7.69230769230769,181,0.773504273504274,0.0765437362,0.00167563034150518
LUVTAY_clean,10.30257,1.0910780551037,9.44256,1.08662,0.537262,0.58379963444,1055.54,43.4782608695652,34.7826086956522,14.4927536231884,2.89855072463768,0,0,0,4.34782608695652,6.66666666666667,10,145,0.604166666666667,0.0330824765,0.00172460230889885
LUWMEX_clean,5.64862,1.26592485516747,4.46205,1.16543,0.506596,0.59040217628,1506.57,46.875,28.125,21.875,0,0,0,0,3.125,14,6.66666666666667,85,0.708333333333333,0.0437242755,0.000668591534562547
LUWMIB_clean,6.46125,1.42005806606168,4.54999,1.13178,0.543567,0.61519825926,2033.92,51.7241379310345,24.1379310344828,20.6896551724138,0,0,0,0,3.44827586206897,12,6.66666666666667,93,0.775,0.0492857172,0.0017552694979863
LUWMOH_clean,6.36296,1.48646451432042,4.2806,1.20693,0.495805,0.59840192865,1656.65,51.7241379310345,24.1379310344828,20.6896551724138,0,0,0,0,3.44827586206897,12,6.66666666666667,93,0.775,0.0465258639,0.00179865116728598
LUXDUE_clean,13.68943,3.22927891374706,4.23916,1.04302,0.663456,0.69199787712,1760.08,37.9746835443038,7.59493670886076,30.379746835443,15.1898734177215,0,0,0,8.86075949367089,6.85714285714286,23.3333333333333,217,0.904166666666667,0.0399401672,0.000498022129807222
LUXFUG_clean,13.71044,3.19585461309489,4.29007,1.01438,0.651434,0.66080162092,1763.41,37.9746835443038,7.59493670886076,30.379746835443,15.1898734177215,0,0,0,8.86075949367089,6.85714285714286,23.3333333333333,217,0.904166666666667,0.0392330689,0.000520134494759082
LUYHAP_clean,12.05622,1.78744923965112,6.74493,0.618537,1.24746,0.77160016602,3697.93,55.5555555555556,16.6666666666667,22.2222222222222,0,0,0,0,5.55555555555556,8,10,52,0.866666666666667,0.0830383494,0.00286755503265348
LUYSOP_clean,15.21554,1.09841650273421,13.85225,0.826153,0.853111,0.704800211983,2077.96,46.6666666666667,33.3333333333333,13.3333333333333,3.33333333333333,0,0,0,3.33333333333333,8,7.14285714285714,55,0.654761904761905,0.0751893602,0.00246351128318655
