MOF,LCD (Å),LCD/PLD,PLD (Å),density (g/cm3),Pore Volume (cm3/g),Porosity,Surface Area (m2/g),%C,%H,%O,%N,%Halojen,%Metalloids,%Ametal,%Metal,TDU,DU,MP,O-to-M,U_He (mol/kg),D_He (cm2/s)
ENITAX_clean,10.08149,1.39630698147258,7.22011,0.573061,1.36076,0.77979848636,4076.29,50.9090909090909,29.0909090909091,14.5454545454545,0,0,1.81818181818182,0,3.63636363636364,41,0.732142857142857,7.14285714285714,8,0.0577013414,0.00238642692847743
ENITIF_clean,6.04006,1.45616598198615,4.14792,0.993739,0.614648,0.610799688872,1785.57,51.3761467889908,29.3577981651376,14.6788990825688,0,0,1.8348623853211,0,2.75229357798165,81,0.723214285714286,5.35714285714286,10.6666666666667,0.0220220155,0.00120094654799134
EPECEJ_clean,7.92371,1.61737083931229,4.89913,0.908491,0.69808,0.63419939728,2189.65,54.0983606557377,31.1475409836066,11.4754098360656,0,0,0,0,3.27868852459016,189,0.715909090909091,6.06060606060606,7,0.0275904181,0.000605148564394863
EQUNEL_clean,11.53586,2.09470216953929,5.50716,1.01632,0.683055,0.6942024576,2191.92,51.9230769230769,17.3076923076923,25,0,0,0,0,5.76923076923077,181,0.837962962962963,11.1111111111111,8.66666666666667,0.031316752,0.00096394591030868
EQUNIP_clean,12.19685,2.80110465516845,4.3543,0.882362,0.793779,0.700400425998,2732.81,53.2019704433498,17.7339901477833,24.6305418719212,0,0,0,0,4.43349753694581,271,0.83641975308642,8.33333333333333,11.1111111111111,0.0362000389,0.00136065055015461
ERAMAN_clean,12.01377,1.1800198212551,10.18099,0.963545,0.722955,0.696599675475,2207.22,30.7692307692308,8.79120879120879,48.3516483516484,8.79120879120879,0,0,0,3.2967032967033,97,0.866071428571429,10.7142857142857,29.3333333333333,0.0283395072,0.00178497379008959
ERAMER_clean,12.83976,1.0776121883238,11.91501,0.685959,1.09365,0.75019906035,3065.8,43.3734939759036,38.5542168674699,14.4578313253012,0,0,0,0,3.6144578313253,81,0.5625,8.33333333333333,8,0.0447165466,0.00247186271794348
ERIWAF_clean,10.65116,1.94191658143219,5.48487,0.840538,0.843508,0.709000527304,2666.18,42.8571428571429,24.4897959183673,16.3265306122449,12.2448979591837,0,0,0,4.08163265306122,91,0.722222222222222,9.52380952380952,8,0.0359289283,0.00154363114609654
ERULEK_clean,8.92635,1.28153830250928,6.96534,0.799593,0.835175,0.667800083775,2408.22,49.5145631067961,33.9805825242718,7.76699029126214,6.79611650485437,0,0,0,1.94174757281553,269,0.659313725490196,3.92156862745098,8,0.0330202974,0.0018143423419343
ERUNOW_clean,9.74436,1.2401206985857,7.85759,0.884315,0.740234,0.65460002971,2001.42,48.068669527897,36.0515021459227,9.01287553648069,3.43347639484979,0,0,0,3.43347639484979,281,0.627232142857143,7.14285714285714,5.25,0.0293282647,0.00123281079994276
ETAXUT_clean,12.89356,1.62433844436634,7.93773,0.721487,1.00376,0.72419979112,2630.17,56.8421052631579,25.2631578947368,13.6842105263158,0,0,0,0,4.21052631578947,505,0.779320987654321,7.40740740740741,6.5,0.0392403916,0.00187455346324396
EVAKIV_clean,13.34989,3.3348713003857,4.00312,0.730238,0.938325,0.68520057135,2432.11,42.1052631578947,42.1052631578947,0,14.0350877192982,0,0,0,1.75438596491228,145,0.503472222222222,4.16666666666667,0,0.037054508,0.000597439159624305
EZIPEK_clean,8.58626,2.04400695122242,4.2007,1.51602,0.384955,0.5835994791,1102.68,43.6363636363636,0,29.0909090909091,21.8181818181818,0,0,0,5.45454545454545,193,1.00520833333333,12.5,10.6666666666667,0.0145888138,0.000578890894351374
FAHQIQ_clean,9.85392,2.26260065715604,4.35513,0.853176,0.780847,0.666199920072,2434.78,52.8301886792453,30.188679245283,15.0943396226415,0,0,0,0,1.88679245283019,641,0.715401785714286,3.57142857142857,16,0.0323910304,0.000943197005805442
FALBAX_manual,16.15249,1.70179730556934,9.49143,0.447193,1.79743,0.80379811399,4878.38,47.2727272727273,29.0909090909091,0,18.1818181818182,0,0,3.63636363636364,1.81818181818182,865,0.693108974358974,3.84615384615385,0,0.0734141021,0.00202916698839296
FAMPUH_clean,14.29727,2.19740288083806,6.50644,0.67257,1.12524,0.7568026668,3507.91,48.9795918367347,22.4489795918367,20.4081632653061,4.08163265306122,0,0,0,4.08163265306122,149,0.776041666666667,8.33333333333333,10,0.0489644472,0.00209884352263877
FAMQAO_clean,14.19972,2.16825038594091,6.54893,0.666736,1.13628,0.75759878208,3453,48.9795918367347,22.4489795918367,20.4081632653061,4.08163265306122,0,0,0,4.08163265306122,149,0.776041666666667,8.33333333333333,10,0.0491399106,0.00119366845898985
FATKIV_clean,14.84172,1.41551121309749,10.48506,0.799535,0.795963,0.636400277205,1156.88,38.6503067484663,49.079754601227,5.52147239263804,4.9079754601227,0,0,0,1.84049079754601,139,0.367724867724868,4.76190476190476,6,0.0238217245,0.00093004534123547
FAYPAY_clean,12.90794,2.46312639896803,5.24047,0.673936,1.10099,0.74199679664,2984.72,45.3947368421053,31.5789473684211,7.89473684210526,11.8421052631579,0,0,0,3.28947368421053,181,0.655797101449275,7.2463768115942,4.8,0.0436667555,0.0017993804769144
FAYPEC_clean,11.32938,2.38120239436383,4.75784,0.745804,0.924908,0.689800086032,2389.63,43.0851063829787,38.2978723404255,6.38297872340426,9.57446808510638,0,0,0,2.65957446808511,181,0.558641975308642,6.17283950617284,4.8,0.0340247859,0.000537923601024684
FAYPIG_clean,11.51198,1.91448974568773,6.01308,0.74228,0.956244,0.70980079632,2401.5,44.1176470588235,35.2941176470588,7.05882352941176,10.5882352941176,0,0,0,2.94117647058824,91,0.606666666666667,6.66666666666667,4.8,0.0363144142,0.00211761469170302
FAYQED_clean,12.559,1.23735209213884,10.1499,0.533674,1.46494,0.78180038956,3729.68,45.7547169811321,37.7358490566038,5.66037735849057,8.49056603773585,0,0,0,2.35849056603774,115,0.592783505154639,5.15463917525773,4.8,0.0590173196,0.00266350094989268
FAYQUT_clean,11.36736,1.37499682479779,8.26719,0.777904,0.875429,0.680999720816,2191.54,48.4375,33.3333333333333,6.25,9.375,0,0,0,2.60416666666667,245,0.658602150537634,5.37634408602151,4.8,0.0341336601,0.000983070571076349
FAZFET_clean,6.57316,1.47469544342988,4.4573,1.65256,0.324103,0.53559965368,893.337,8.84955752212389,35.3982300884956,26.5486725663717,8.84955752212389,0,3.53982300884956,0,16.8141592920354,-79,-0.9875,190,3.15789473684211,0.010162061,0.000844759219712201
FEHCIG_manual,7.75569,1.1012006349621,7.04294,0.956692,0.659355,0.63079965366,1710.86,44.4444444444444,37.037037037037,7.40740740740741,7.40740740740741,0,0,0,3.7037037037037,57,0.59375,8.33333333333333,4,0.0247177547,0.00045095625481611
FEQSIF_clean,9.23636,1.64647454980409,5.60978,0.773392,0.906656,0.701200497152,3026.49,42.5287356321839,27.5862068965517,25.2873563218391,0,0,0,0,4.59770114942529,51,0.689189189189189,10.8108108108108,11,0.0394317787,0.00167559919913823
FEWWUB_clean,13.46293,3.28089671323746,4.10343,0.839472,0.731651,0.614200528272,1554.54,46.4788732394366,33.8028169014084,1.40845070422535,14.0845070422535,0,0,2.8169014084507,1.40845070422535,253,0.638888888888889,3.03030303030303,2,0.026485572,0.000372654350658957
FIBKEI_clean,12.33456,1.7725048607309,6.95883,0.708252,1.03946,0.73619962392,3211.97,50.78125,22.65625,18.75,3.125,0,0,0,4.6875,203,0.780769230769231,9.23076923076923,8,0.0461637724,0.00168298771112591
FIDRIV_clean,15.99327,1.00569842133229,15.90265,0.698397,1.0169,0.7101999093,2172.77,46.3414634146341,39.0243902439024,12.1951219512195,0,0,0,0,2.4390243902439,89,0.585526315789474,5.26315789473684,10,0.0391549715,0.00198496017105153
FIFGEI_clean,16.15291,1.09935119338085,14.69313,0.412792,2.09209,0.86359801528,4211.18,51.219512195122,29.2682926829268,15.8536585365854,0,0,0,0,3.65853658536585,61,0.726190476190476,7.14285714285714,8.66666666666667,0.0890538045,0.00286331403097867
FIFGIM_clean,12.64493,1.79621606418401,7.03976,0.68535,1.11505,0.7641995175,3236.63,48.780487804878,29.2682926829268,15.4471544715447,2.4390243902439,0,0,0,4.0650406504065,85,0.708333333333333,8.33333333333333,7.6,0.0485617243,0.000960865193258351
FIMYUX_clean,8.65094,1.64495310966937,5.25908,1.14098,0.541817,0.61820236066,1619.08,41.3793103448276,20.6896551724138,24.1379310344828,6.89655172413793,0,0,0,6.89655172413793,217,0.753472222222222,16.6666666666667,7,0.0199288951,0.000749487027124926
FIMZAE_clean,8.7496,1.66710172071816,5.24839,1.17241,0.511765,0.59999840365,1415.71,39.3939393939394,27.2727272727273,21.2121212121212,6.06060606060606,0,0,0,6.06060606060606,205,0.657051282051282,15.3846153846154,7,0.0180635934,0.000444691308022191
FORPIM_clean,9.59156,2.2509692378458,4.26108,1.02718,0.690238,0.70899866884,2126.33,43.75,18.75,25,6.25,0,0,0,6.25,89,0.794642857142857,14.2857142857143,8,0.0254759834,0.000473056903259133
FORPOS_clean,9.45347,2.22248944998883,4.25355,1.03837,0.677411,0.70340326007,2101.49,43.75,18.75,25,6.25,0,0,0,6.25,89,0.794642857142857,14.2857142857143,8,0.0243357518,0.000519996701986762
FORQEJ_clean,9.63063,2.25793919671389,4.26523,1.03635,0.67313,0.6975982755,2115.22,43.75,18.75,25,6.25,0,0,0,6.25,89,0.794642857142857,14.2857142857143,8,0.0253340103,0.00105343465343381
FORTIR_clean,7.46367,1.08608759805997,6.87207,0.921652,0.679649,0.626399860148,2056.1,43.8871473354232,42.0062695924765,8.15047021943574,3.13479623824451,0,0,0,2.82131661442006,147,0.525,6.42857142857143,5.77777777777778,0.0240544894,0.00120703952133509
FOSTUE_clean,13.09568,1.76076843231847,7.43748,0.582855,1.29638,0.7556015649,3730.15,55.3846153846154,30.7692307692308,12.3076923076923,0,0,0,0,1.53846153846154,937,0.722993827160494,2.77777777777778,16,0.0554569947,0.00206583236956
FUDHET_clean,7.05179,1.48532221204175,4.74765,0.905742,0.733321,0.664199629182,2753.93,48.4848484848485,18.1818181818182,27.2727272727273,0,0,0,0,6.06060606060606,105,0.8203125,12.5,9,0.0327031797,0.00200304527964858
FUQJUX_clean,12.69722,1.49796197174957,8.47633,0.718278,1.03915,0.7463985837,2945.9,36.734693877551,24.4897959183673,2.04081632653061,30.6122448979592,0,0,0,6.12244897959184,97,0.673611111111111,16.6666666666667,0.666666666666667,0.0422887109,0.0015233334680908
FUTTIZ_clean,12.85599,2.98239928362973,4.31062,0.737111,0.992795,0.731800115245,2904.54,40.8163265306122,28.5714285714286,24.4897959183673,2.72108843537415,0,0,0,3.40136054421769,157,0.654166666666667,8.33333333333333,14.4,0.0394674848,0.00126828584090972
FUXXIH_clean,10.16266,1.17056387751459,8.68185,0.899748,0.715089,0.643399897572,1758.35,43.2098765432099,35.8024691358025,16.0493827160494,1.23456790123457,0,0,0,3.7037037037037,83,0.592857142857143,8.57142857142857,8.66666666666667,0.0243199107,0.000326010948754496
FUYCIN_clean,11.38543,1.02348395703417,11.12419,0.437316,1.90251,0.83199806316,4292.99,58.0645161290323,19.3548387096774,19.3548387096774,0,0,0,0,3.2258064516129,61,0.847222222222222,5.55555555555556,12,0.0810709837,0.00385139538138684
GAFROX_clean,10.38317,1.78396093665436,5.82029,0.765244,0.946626,0.724399866744,3202.06,50,25,18.1818181818182,2.27272727272727,0,0,0,4.54545454545455,100,0.757575757575758,9.09090909090909,8,0.0406258085,0.00146039257907957
GAFRUD_clean,10.59453,1.85895690257195,5.69918,0.768776,0.929269,0.714399704744,3192.89,50,25,18.1818181818182,2.27272727272727,0,0,0,4.54545454545455,100,0.757575757575758,9.09090909090909,8,0.0398170172,0.000969186117887334
GAGQAI_clean,15.6839,1.59781048445018,9.81587,0.743275,0.970032,0.7210005348,1723,34.7826086956522,11.5942028985507,0,46.3768115942029,1.44927536231884,0,0,5.79710144927536,61,0.847222222222222,16.6666666666667,0,0.0411966166,0.00158417536136299
GAGZEV_clean,28.66522,2.48448088918858,11.53771,0.279149,3.15817,0.88159999733,5712.98,60.6060606060606,24.2424242424242,12.1212121212121,0,0,0,0,3.03030303030303,385,0.802083333333333,5,8,0.1318166474,0.00378570495891918
GALJAG_clean,7.13587,1.02132425345791,6.98688,0.8258,0.814482,0.6725992356,2662.15,52.8301886792453,30.188679245283,15.0943396226415,0,0,0,0,1.88679245283019,81,0.723214285714286,3.57142857142857,16,0.0343663333,0.00116757825962833
GATJIV_charged,12.96226,1.43069249558229,9.06013,0.970833,0.588772,0.571599287076,885.487,45.6375838926174,37.5838926174497,9.39597315436242,2.68456375838926,4.02684563758389,0,0,0.671140939597315,121,0.593137254901961,1.47058823529412,28,0.0183898393,0.00046538422532154
GAZZIS_charged,11.11626,1.40373833191902,7.91904,0.721226,0.950881,0.685800100106,2603.58,51.219512195122,36.5853658536585,9.75609756097561,1.21951219512195,0,0,0,1.21951219512195,109,0.648809523809524,2.38095238095238,16,0.0392900539,0.00101891292673611
GEGDED_clean,10.73095,1.63243620675492,6.57358,0.838883,0.830152,0.696400400216,2516.71,45.679012345679,24.6913580246914,24.6913580246914,0,0,0,0,4.93827160493827,109,0.736486486486487,10.8108108108108,10,0.0359855091,0.00153834359529921
GESBOW_charged,9.3261,1.37330290089825,6.791,1.20544,0.468044,0.56419895936,1387.02,24,44,23.1111111111111,0,0,0,0,8.88888888888889,19,0.087962962962963,37.037037037037,5.2,0.0154966333,0.000858691744653723
GESBUC_charged,11.6643,1.89633196661345,6.15098,1.20476,0.50035,0.602801666,1354.07,22.7272727272727,40.9090909090909,26.2626262626263,0,0,0,0,10.1010101010101,19,0.105555555555556,44.4444444444444,5.2,0.0164418684,0.00116625799608355
GIRYAJ_clean,11.11776,1.66557204151586,6.67504,0.856122,0.856887,0.733599812214,2802.89,40,13.3333333333333,35.5555555555556,2.96296296296296,0,0,0,8.14814814814815,91,0.842592592592593,20.3703703703704,8.72727272727273,0.0345554316,0.00147808737641833
GISNED_clean,16.88394,1.59134277799822,10.60987,0.446812,1.84104,0.82259876448,4557.7,45.6221198156682,33.1797235023041,17.5115207373272,0,0,0,0,3.68663594470046,379,0.638047138047138,8.08080808080808,9.5,0.0781249412,0.00296294839797311
GITTUZ_clean,10.85901,1.35068361269908,8.03964,1.03314,0.588883,0.60839858262,1347.74,40,28,8,20,0,0,0,4,157,0.654166666666667,10,4,0.0192596108,0.00013566659555534
GITVEL_clean,15.24588,1.13949720019014,13.37948,0.777112,0.931654,0.723999503248,2351.93,33.3333333333333,30.5555555555556,5.55555555555556,25,0,0,0,5.55555555555556,79,0.548611111111111,16.6666666666667,2,0.0336829019,0.00179766895175798
GITVEL01_clean,15.27666,1.141812245923,13.37931,0.777112,0.930368,0.723000137216,2335.71,33.3333333333333,30.5555555555556,5.55555555555556,25,0,0,0,5.55555555555556,79,0.548611111111111,16.6666666666667,2,0.0335902504,0.002100551797259
GIXGOK_clean,17.36935,3.21548042408165,5.40179,1.04037,0.628815,0.65420026155,1447.48,40,24,16,16,0,0,0,4,169,0.704166666666667,10,8,0.0224184733,0.00155139472544785
GOBGAG_clean,17.26438,3.23418070099848,5.3381,1.05121,0.621382,0.65320297222,1443,40,24,16,16,0,0,0,4,169,0.704166666666667,10,8,0.0219442503,0.00201974172951103
GOMFOF_clean,14.8276,1.00387668801124,14.77034,0.887088,0.699818,0.620800149984,1444.16,48.3516483516484,26.3736263736264,13.1868131868132,4.3956043956044,0,0,4.3956043956044,3.2967032967033,257,0.730113636363636,6.81818181818182,8,0.0268441949,0.00178127952580823
GOSBOH_clean,10.37122,1.15823129737915,8.95436,0.787001,0.845489,0.665400688489,2047.69,29.7872340425532,42.5531914893617,0,25.531914893617,0,0,0,2.12765957446809,13,0.30952380952381,7.14285714285714,0,0.029196129,0.00147242876032503
GULWEQ_clean,15.98104,2.12512981996082,7.52003,0.734572,1.03652,0.76139856944,2394.29,38.2978723404255,25.531914893617,0,31.9148936170213,0,0,0,4.25531914893617,577,0.667824074074074,11.1111111111111,0,0.0414821362,0.00118598219363428
GUPBEZ02_clean,23.87093,2.20053393363994,10.84779,0.911245,0.880553,0.802399518485,1789.58,24.6153846153846,49.2307692307692,0,8.71794871794872,8.71794871794872,0,0,8.71794871794872,1,0.00260416666666667,35.4166666666667,0,0.0337125341,0.00240770357333656
GUPCAW_clean,13.64672,1.58151145393798,8.62891,0.814725,0.911474,0.74260065465,2293.83,38.4615384615385,35.8974358974359,0,20.5128205128205,0,0,0,5.12820512820513,65,0.541666666666667,13.3333333333333,0,0.0322502527,0.00178820273929271
GUPDEB_clean,20.68684,2.70279832659599,7.65386,0.945467,0.761105,0.719599661035,1638.15,28.5714285714286,19.047619047619,19.047619047619,28.5714285714286,0,0,0,4.76190476190476,97,0.673611111111111,16.6666666666667,8,0.0276391186,0.00191195469301218
GURPIT_clean,9.17432,1.1875758066082,7.72525,0.709696,1.08948,0.77319959808,3332.74,30,0,60,0,0,0,0,10,49,1.02083333333333,33.3333333333333,12,0.0411677006,0.00132664618814456
GURPUF_clean,9.46604,1.125406302534,8.41122,0.69659,1.13266,0.7889996294,3384.04,30,0,60,0,0,0,0,10,49,1.02083333333333,33.3333333333333,12,0.0424180089,0.00195766839470843
GUVZII_clean,11.49557,1.07181304106626,10.72535,1.14498,0.559135,0.6401983923,1351.26,44.4444444444444,11.1111111111111,33.3333333333333,0,0,0,0,11.1111111111111,64,0.888888888888889,25,6,0.0239101817,0.0020194387771521
HABQUY_clean,25.71531,2.12728919699213,12.0883,0.289452,3.01881,0.87380059212,5688.62,60.6060606060606,24.2424242424242,12.1212121212121,0,0,0,0,3.03030303030303,385,0.802083333333333,5,8,0.1268719294,0.00370927138226291
HABREJ_clean,7.22153,1.31290997018399,5.5004,0.929467,0.682757,0.634600100519,1942.84,38.9830508474576,32.2033898305085,6.77966101694915,16.9491525423729,0,1.69491525423729,0,3.38983050847458,109,0.592391304347826,8.69565217391304,4,0.0255293996,0.000411424952114344
HANKUE_clean,11.04769,1.59191828077223,6.93986,1.01875,0.705177,0.71839906875,2371.86,54.3103448275862,0,37.9310344827586,0,0,0,0,7.75862068965517,2017,1.00049603174603,14.2857142857143,9.77777777777778,0.0293794196,0.00176431308300197
HAPBAE_clean,7.19899,1.59357125148311,4.51752,1.177,0.510961,0.601401097,1431.79,32.4324324324324,38.7387387387387,16.2162162162162,1.8018018018018,1.8018018018018,0,1.8018018018018,7.20720720720721,59,0.409722222222222,22.2222222222222,4.5,0.0169148171,0.000330555968955308
HAPBEI_clean,7.40345,1.63914626991244,4.51665,1.1831,0.504945,0.5974004295,1390.68,30.6306306306306,38.7387387387387,16.2162162162162,3.6036036036036,1.8018018018018,0,1.8018018018018,7.20720720720721,51,0.375,23.5294117647059,4.5,0.0171900727,0.00076216217937716
HAPBIM_clean,7.3635,1.80749064773631,4.07388,1.22764,0.496238,0.60920161832,1275.62,41.304347826087,21.7391304347826,19.5652173913043,2.89855072463768,2.89855072463768,0,2.17391304347826,9.42028985507246,505,0.738304093567251,22.8070175438596,4.15384615384615,0.0157037932,0.000433014409901713
HAPNEU_clean,7.1275,1.59099888613336,4.47989,1.12613,0.5328,0.600002064,1574.85,32.4324324324324,38.7387387387387,16.2162162162162,1.8018018018018,1.8018018018018,0,1.8018018018018,7.20720720720721,59,0.409722222222222,22.2222222222222,4.5,0.0176111379,0.000608618020561908
HEHCOO_clean,9.66574,1.23185683261794,7.84648,0.868335,0.764912,0.66419986152,2177.92,46.5753424657534,30.1369863013699,5.47945205479452,13.6986301369863,1.36986301369863,0,0,2.73972602739726,139,0.681372549019608,5.88235294117647,4,0.0278565301,0.00109382567360538
HELDOT_clean,9.05788,1.07755065138074,8.40599,0.706681,0.994508,0.702799907948,2978.73,54.5454545454545,30.3030303030303,12.1212121212121,0,0,0,0,3.03030303030303,118,0.728395061728395,5.55555555555556,8,0.0418034699,0.00199069212011758
HIYBUN_clean,10.15365,1.03435050349159,9.81645,1.11827,0.580004,0.64860107308,1388.51,44.4444444444444,29.6296296296296,0,14.8148148148148,7.40740740740741,0,0,3.7037037037037,49,0.680555555555556,8.33333333333333,0,0.0194713953,0.00155007414976238
HIYGIH_clean,17.06952,2.56134111810861,6.66429,0.730619,1.01613,0.74240388447,2955.01,44.7761194029851,17.910447761194,17.910447761194,14.9253731343284,0,0,0,4.47761194029851,193,0.804166666666667,10,8,0.043764435,0.00145490220323453
HOHMEX_manual,18.78417,1.26114299448926,14.89456,0.315898,2.77178,0.87559975844,4996.42,51.2820512820513,30.7692307692308,12.8205128205128,2.56410256410256,0,0,0,2.56410256410256,113,0.70625,5,10,0.1113452462,0.00334186327089125
HOVQAM_clean,8.83543,1.80510512412431,4.89469,0.624336,1.12119,0.69999927984,4918.23,53.1645569620253,37.9746835443038,0,7.59493670886076,0,0,0,1.26582278481013,109,0.648809523809524,2.38095238095238,0,0.0490703305,0.0014188717653911
HOWSET_clean,7.27272,1.80344584742653,4.03268,1.23503,0.463147,0.57200043941,1333.89,44.6540880503145,25.1572327044025,22.6415094339623,2.51572327044025,0,0,0,5.0314465408805,205,0.721830985915493,11.2676056338028,9,0.0174866707,0.000864287331591996
HOWSIX_clean,7.29706,1.82078275298492,4.00765,1.2292,0.467785,0.575001322,1332.99,44.6540880503145,25.1572327044025,22.6415094339623,2.51572327044025,0,0,0,5.0314465408805,205,0.721830985915493,11.2676056338028,9,0.0176949918,0.000557947588541932
HOZTOG_clean,8.69843,1.35626457857775,6.41352,1.38534,0.463424,0.64199980416,1267.75,33.6842105263158,25.2631578947368,0,25.2631578947368,4.21052631578947,0,4.21052631578947,7.36842105263158,121,0.630208333333333,21.875,0,0.0171035077,0.00129282911817453
HUFHEX_clean,11.02675,1.40109223378072,7.87011,0.803859,0.89966,0.72319978794,2743.99,40.9090909090909,36.3636363636364,0,18.1818181818182,0,0,0,4.54545454545455,91,0.561728395061728,11.1111111111111,0,0.0346744746,0.00105288401174418
HUFHIB_clean,9.90019,1.32672440710628,7.46213,0.9042,0.773944,0.6998001648,2197.73,40.9090909090909,36.3636363636364,0,18.1818181818182,0,0,0,4.54545454545455,91,0.561728395061728,11.1111111111111,0,0.0277004009,0.0011082943979333
HUFHOH_clean,11.37997,1.45044265383272,7.84586,0.791329,0.921741,0.729400383789,2590.9,40.9090909090909,36.3636363636364,0,18.1818181818182,0,0,0,4.54545454545455,91,0.561728395061728,11.1111111111111,0,0.0345083366,0.000984403390822196
HUFHUN_clean,11.46361,1.40290454197231,8.17134,0.780594,0.957988,0.747799684872,2794.23,40.9090909090909,36.3636363636364,0,18.1818181818182,0,0,0,4.54545454545455,91,0.561728395061728,11.1111111111111,0,0.0362131102,0.00168092915115942
HUFJAV_clean,10.82518,1.50065847660398,7.21362,0.846584,0.841735,0.71259938324,2383.39,40.9090909090909,36.3636363636364,0,18.1818181818182,0,0,0,4.54545454545455,91,0.561728395061728,11.1111111111111,0,0.031132265,0.000752932444606587
HUFJEZ_clean,8.97021,1.30594884352711,6.86873,1.02124,0.652342,0.66619774408,1764.2,40.9090909090909,36.3636363636364,0,18.1818181818182,0,0,0,4.54545454545455,91,0.561728395061728,11.1111111111111,0,0.0230543246,0.000809653456677579
HULTEP_clean,7.49376,1.45221433928333,5.16023,0.72122,0.958376,0.69119993872,3203.88,41.0958904109589,32.8767123287671,0,24.6575342465753,0,0,0,1.36986301369863,109,0.605555555555556,3.33333333333333,0,0.0385004587,0.0011009553467706
HUMWIX_clean,14.98566,1.63185244391401,9.18322,0.727734,0.910497,0.662599623798,2061.37,42.3756019261637,46.2279293739968,7.70465489566613,0,0.481540930979133,1.28410914927769,0,1.92616372391653,121,0.458333333333333,4.54545454545455,8,0.0355151536,0.0019014138403048
HUPQIU_clean,11.12952,2.12095490918377,5.24741,1.02735,0.566115,0.58159824525,1572.51,47.9201331114809,35.9400998336107,13.477537437604,0,0,0,0,2.66222961730449,541,0.626157407407407,5.55555555555556,10.125,0.0189148561,0.000869560870793643
HUQGOR_clean,10.27351,1.42014254631511,7.23414,0.702938,0.982733,0.690800369554,2564.75,53.8922155688623,34.7305389221557,7.18562874251497,2.39520958083832,0,0,0,1.79640718562874,123,0.683333333333333,3.33333333333333,8,0.0396882051,0.00134877829002355
HUQGUX_clean,10.2361,1.40748644571894,7.27261,0.69251,1.00388,0.6951969388,2633.19,53.8922155688623,34.7305389221557,7.18562874251497,2.39520958083832,0,0,0,1.79640718562874,123,0.683333333333333,3.33333333333333,8,0.0403990544,0.000933288055494426
HUQHAE_clean,10.11008,1.32336259717345,7.63969,0.70182,0.978314,0.68660033148,2641.12,53.8922155688623,34.7305389221557,7.18562874251497,2.39520958083832,0,0,0,1.79640718562874,123,0.683333333333333,3.33333333333333,8,0.0391376652,0.00205202985436709
HUQHEI_clean,10.39855,1.41750149608156,7.33583,0.70723,0.9779,0.691600217,2567.28,53.3333333333333,33.9393939393939,7.27272727272727,3.63636363636364,0,0,0,1.81818181818182,121,0.6875,3.40909090909091,8,0.0391578695,0.000970139714736138
HUQHIM_clean,10.2269,1.17400517958655,8.71112,0.711062,0.962223,0.684200210826,2479.82,53.2934131736527,34.1317365269461,7.78443113772455,2.9940119760479,0,0,0,1.79640718562874,243,0.682584269662921,3.37078651685393,8.66666666666667,0.0398644133,0.00161579605071414
HUYKUH_clean,11.74767,1.34950649959334,8.70516,0.798853,0.819675,0.654799832775,1739.27,44.4444444444444,31.1111111111111,17.7777777777778,4.44444444444444,0,0,0,2.22222222222222,157,0.654166666666667,5,16,0.0264376605,0.00110716211450511
HUZSOL_clean,9.96894,1.24550564535172,8.00393,0.905605,0.664749,0.602000018145,1422.68,47.6190476190476,34.9206349206349,11.9047619047619,1.58730158730159,0,0,0,3.96825396825397,153,0.6375,8.33333333333333,6,0.0234974705,0.000626904242793426
ICISAP_clean,8.79152,1.30937058312768,6.71431,0.851648,0.813247,0.692600181056,2574.44,37.5,18.75,39.0625,0,0,0,0,4.6875,37,0.770833333333333,12.5,16.6666666666667,0.0330407584,0.00124250651148094
ICODIP_clean,12.5506,1.26369609914153,9.93166,0.813948,0.841577,0.684999915996,1957.47,46.1538461538462,20.5128205128205,20.5128205128205,10.2564102564103,0,0,0,2.56410256410256,337,0.780092592592593,5.55555555555556,16,0.0330864853,0.00184900622226287
ICODIP01_clean,12.6239,1.26584322030499,9.97272,0.806244,0.850859,0.685999963596,1953.81,46.1538461538462,20.5128205128205,20.5128205128205,10.2564102564103,0,0,0,2.56410256410256,337,0.780092592592593,5.55555555555556,16,0.0333415761,0.00247156739840903
IDIWUN_clean,10.73827,1.09130978271916,9.8398,0.874765,0.781924,0.68399974786,1926.45,47.4576271186441,30.5084745762712,16.9491525423729,0,0,0,0,5.08474576271187,77,0.6875,10.7142857142857,6.66666666666667,0.0300496651,0.00175847031115564
IDORAW_clean,10.66058,1.34167745865379,7.94571,0.758358,0.997682,0.756600126156,2623.65,40.7407407407407,14.8148148148148,29.6296296296296,7.40740740740741,0,0,0,7.40740740740741,145,0.823863636363636,18.1818181818182,8,0.0372624831,0.00180049078401082
IFAGON_clean,7.26408,1.22395996562705,5.9349,0.928559,0.670501,0.622599738059,1829.96,39.3939393939394,42.4242424242424,12.1212121212121,3.03030303030303,0,0,0,3.03030303030303,97,0.466346153846154,7.69230769230769,8,0.0260616931,0.00171082387027346
IFASOZ_clean,9.64796,1.31741540814376,7.3234,0.745691,0.895545,0.667799846595,2478.17,31.5789473684211,42.1052631578947,21.0526315789474,0,0,0,0,5.26315789473684,33,0.34375,16.6666666666667,8,0.0334661179,0.000715059607706277
IGAGUU_clean,16.24786,1.25287601833681,12.96845,0.632439,1.21055,0.76559903145,3627.92,39.375,33.75,12.1875,5.625,4.375,0,0,4.6875,145,0.575396825396825,11.9047619047619,5.2,0.0481559654,0.00182069642349283
